,artist,song_title,album,genres,lyrics,clean_lyrics,token,sentiment,score
25,Hindia,Bayangkan Jika Kita Tidak Menyerah,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik “Bayangkan Jika Kita Tidak Menyerah”][Verse 1]Pernah kau bayangkan jika kita menikah?Selucu apa anak-anak karena ibunya manis sekali?Pernah kau bayangkan jika Abang dan Madu hidup selamanya?Menungguku pulang di tur kelima puluh nanti[Chorus]Bayangkan jika kita tidak menyerah Tantangan apa pun dari Ayah atau dunia Kita hadapi, kita lewati, kita ikuti, kita nikmati Pemanasan global dan perbedaan agama Kita hadapi, kita lewati Bayangkan jika kita tidak menyerah Bayangkan jika kita tidak menyerah[Verse 2]Pernah kau bayangkan langit Jakarta cerah?Saat kau mendarat pulang pandanganmu tak tertutup polusi Pernah kau bayangkan percaya dengan yang ada di Istana?Karena yang kita taruh di sana akhirnya memiliki hati[Verse 3]Pernah kau bayangkan tak takut melihat berita?Tak takut jadi dirimu yang seada-adanya?Tak takut punya mimpi yang lumayan agak gila?Berat tapi besok ada di tangan kita",bayang serah kau bayang meni lucu anak anak ibu manis kau bayang abang madu hidup tunggu pulang tur puluh bayang serah tantang ayah dunia hadap lewat ikut nikmat panas global beda agama hadap lewat bayang serah bayang serah kau bayang langit jakarta cerah kau darat pulang pandang tutup polusi kau bayang percaya istana taruh milik hati kau bayang takut berita takut diri ada takut mimpi lumayan gila berat besok tangan,"['bayang', 'serah', 'kau', 'bayang', 'meni', 'lucu', 'anak', 'anak', 'ibu', 'manis', 'kau', 'bayang', 'abang', 'madu', 'hidup', 'tunggu', 'pulang', 'tur', 'puluh', 'bayang', 'serah', 'tantang', 'ayah', 'dunia', 'hadap', 'lewat', 'ikut', 'nikmat', 'panas', 'global', 'beda', 'agama', 'hadap', 'lewat', 'bayang', 'serah', 'bayang', 'serah', 'kau', 'bayang', 'langit', 'jakarta', 'cerah', 'kau', 'darat', 'pulang', 'pandang', 'tutup', 'polusi', 'kau', 'bayang', 'percaya', 'istana', 'taruh', 'milik', 'hati', 'kau', 'bayang', 'takut', 'berita', 'takut', 'diri', 'ada', 'takut', 'mimpi', 'lumayan', 'gila', 'berat', 'besok', 'tangan']",negatif,0.9911420345306396
26,Lomba Sihir,Nirrrlaba,Selamat Datang di Ujung Dunia,,"[Lirik “Nirrrlaba”][Verse 1: Hindia]Luruskan macam-macam pikiran Pakaian, watak dan perbuatan Yang kurang menyenangkan Yang kurang ketimuran[Pre-Chorus: Hindia & Natasha Udu]Bakar dan lempar dan putarbalikkan Sejarahku, asal tunjuk asu, hilang Hilangkan andilku, adil katanya kar’na Kami nirguna nirlaba si[Chorus: Hindia & Udu]Internet, ekonomi Salah kami lagi Istana, bencana Salah kami lagi Orang hilang peluang Salah kami lagi Tak peduli, tak peduli Aku tak peduli[Bridge: Udu]Belajar ‘tuk tiada Belajar jadi muda Kar’na",nirrrlaba hindia lurus pikir pakai watak buat senang timur hindia natasha udu bakar lempar putarbalikkan sejarah asu hilang hilang andil adil kar na nirguna nirlaba si hindia udu internet ekonomi salah istana bencana salah orang hilang peluang salah peduli peduli peduli bridge udu ajar tuk tiada ajar muda kar na,"['nirrrlaba', 'hindia', 'lurus', 'pikir', 'pakai', 'watak', 'buat', 'senang', 'timur', 'hindia', 'natasha', 'udu', 'bakar', 'lempar', 'putarbalikkan', 'sejarah', 'asu', 'hilang', 'hilang', 'andil', 'adil', 'kar', 'na', 'nirguna', 'nirlaba', 'si', 'hindia', 'udu', 'internet', 'ekonomi', 'salah', 'istana', 'bencana', 'salah', 'orang', 'hilang', 'peluang', 'salah', 'peduli', 'peduli', 'peduli', 'bridge', 'udu', 'ajar', 'tuk', 'tiada', 'ajar', 'muda', 'kar', 'na']",negatif,0.9904202818870544
27,The Jeblogs,Bersandarlah,Sambutlah,indonesian indie rock,"Babak belur kau dihajar kenyataan Darah segar menetes dari bibirmu Dan waktu berlalu begitu cepat Mengalir di tanganmu tak tergenggam Tak terkejar, tak terhentikan Adalakalanya menepi Menanti datangnya pagi Bersandarlah di pundakku bila kau lelah Menangislah di pelukku kalau kau mau Hidup memang begitu indah Hanya itu yang kita punya Jungkir balik kau dihantam kesepian Anjing hitam menggelayuti kakimu Dan waktu berlalu begitu cepat Mengalir di tanganmu tak tergenggam Tak terkejar, tak terhentikan Adakalanya menepi Menanti datangnya pagi Bersandarlah di pundakku bila kau lelah Menangislah di pelukku kalau kau mau Hidup memang begitu indah Hanya itu yang kita punya Adakalanya menepi Menanti datangnya pagi Bersandarlah di pundakku bila kau lelah Menangislah di pelukku kalau kau mau Hidup memang begitu indah Hanya itu yang kita punya",babak bur kau hajar nyata darah segar tetes bibir cepat alir tangan genggam kejar henti adalakalanya tepi datang pagi sandar pundak kau lelah menang peluk kau hidup indah jungkir kau hantam sepi anjing hitam gayut kaki cepat alir tangan genggam kejar henti adakalanya tepi datang pagi sandar pundak kau lelah menang peluk kau hidup indah adakalanya tepi datang pagi sandar pundak kau lelah menang peluk kau hidup indah,"['babak', 'bur', 'kau', 'hajar', 'nyata', 'darah', 'segar', 'tetes', 'bibir', 'cepat', 'alir', 'tangan', 'genggam', 'kejar', 'henti', 'adalakalanya', 'tepi', 'datang', 'pagi', 'sandar', 'pundak', 'kau', 'lelah', 'menang', 'peluk', 'kau', 'hidup', 'indah', 'jungkir', 'kau', 'hantam', 'sepi', 'anjing', 'hitam', 'gayut', 'kaki', 'cepat', 'alir', 'tangan', 'genggam', 'kejar', 'henti', 'adakalanya', 'tepi', 'datang', 'pagi', 'sandar', 'pundak', 'kau', 'lelah', 'menang', 'peluk', 'kau', 'hidup', 'indah', 'adakalanya', 'tepi', 'datang', 'pagi', 'sandar', 'pundak', 'kau', 'lelah', 'menang', 'peluk', 'kau', 'hidup', 'indah']",negatif,0.9764553904533386
28,The Adams,Suara,V2.05,"indonesian alternative rock, indonesian indie, indonesian indie rock","[Verse 1]Mainkan gitar, musik yang menular Bentang irama, pukul telinga dunia'Kan kupecah kelam, usir sunyi malam Suara-suara mengalir dalam darah Beri jawaban akan masa depan Kau 'kan selalu benar Kau 'kan selalu benar[Chorus]Hingga jauh terdengar Sumpah dan gelegar Takkan pudarkan'Kan kutendang bosan dunia Dengan teriak matahari[Verse 2]Tiup terompet bagai akhir zaman Berteriaklah, serapahmu terdengar Bagai mercusuar engkau 'kan bersinar[Chorus]Hingga jauh terdengar Sumpah dan gelegar Takkan pudarkan'Kan kutendang bosan dunia Dengan teriak matahari",main gitar musik tular bentang irama telinga dunia pecah kelam usir sunyi malam suara suara alir darah kau kau dengar sumpah gelegar tak pudar tendang bosan dunia teriak matahari tiup terompet zaman riak serapah dengar mercusuar engkau sinar dengar sumpah gelegar tak pudar tendang bosan dunia teriak matahari,"['main', 'gitar', 'musik', 'tular', 'bentang', 'irama', 'telinga', 'dunia', 'pecah', 'kelam', 'usir', 'sunyi', 'malam', 'suara', 'suara', 'alir', 'darah', 'kau', 'kau', 'dengar', 'sumpah', 'gelegar', 'tak', 'pudar', 'tendang', 'bosan', 'dunia', 'teriak', 'matahari', 'tiup', 'terompet', 'zaman', 'riak', 'serapah', 'dengar', 'mercusuar', 'engkau', 'sinar', 'dengar', 'sumpah', 'gelegar', 'tak', 'pudar', 'tendang', 'bosan', 'dunia', 'teriak', 'matahari']",negatif,0.9957713484764099
29,Hindia,Rumah Ke Rumah,Menari Dengan Bayangan,indonesian pop,"[Lirik ""Rumah ke Rumah"" Hindia][Verse 1]Menyesal, tak kusampaikan Cinta monyetku ke Kanya dan Rebecca Apa kabar kalian di sana?Semoga hidup baik-baik saja Tak belajar, terkena getahnya Saat bersama Thanya dan Saphira Kupercaya mungkin bukan jalannya Namun kalian banyak salah juga Jika dahulu ku tak cepat berubah Ini maafku untukmu, Sharfina Segala doa yang baik adanya Untukmu dan mimpimu yang mulia[Chorus]Pindah berkala, rumah ke rumah Berharap bisa berujung indah Walau akhirnya harus berpisah T'rima kasih kar'na ku tak mudah Pindah berkala, rumah ke rumah Berharap bisa berujung indah Walau akhirnya harus berpisah T'rima kasih kar'na ku tak mudah",rumah rumah hindia sesal sampai cinta monyet kanya rebecca kabar moga hidup ajar kena getah thanya saphira percaya jalan salah ku cepat ubah maaf untuk sharfina doa untuk mimpi mulia pindah kala rumah rumah harap ujung indah pisah rima kasih kar na ku mudah pindah kala rumah rumah harap ujung indah pisah rima kasih kar na ku mudah,"['rumah', 'rumah', 'hindia', 'sesal', 'sampai', 'cinta', 'monyet', 'kanya', 'rebecca', 'kabar', 'moga', 'hidup', 'ajar', 'kena', 'getah', 'thanya', 'saphira', 'percaya', 'jalan', 'salah', 'ku', 'cepat', 'ubah', 'maaf', 'untuk', 'sharfina', 'doa', 'untuk', 'mimpi', 'mulia', 'pindah', 'kala', 'rumah', 'rumah', 'harap', 'ujung', 'indah', 'pisah', 'rima', 'kasih', 'kar', 'na', 'ku', 'mudah', 'pindah', 'kala', 'rumah', 'rumah', 'harap', 'ujung', 'indah', 'pisah', 'rima', 'kasih', 'kar', 'na', 'ku', 'mudah']",positif,0.9941301941871643
30,Fstvlst,Hujan Mata Pisau,Hits Kitsch,"indonesian indie, indonesian indie rock, yogyakarta indie","[Lirik ""Hujan Mata Pisau""]Tidak kan menepi Tidak berhenti Itu atau ini Pilihan yang saling satir Dan sepertinya Akan semakin berat ke cita-cita Yang masih jauh di depan sana Ku berlari sendiri Tidak berhenti Kanan atau kiri Arah yang saling menyindir Dan sepertinya Memang semakin berat Lihat langitnya Di manakah mataharinya Selangit penuh mendung memperingatkan Seribuan mata pisau terhujan Dan payung bajaku biarkan tak berkembang Ketakutan yang menenggelamkan Mewadahi mewakili Para tak terwakili Jadi kaki dan roda bagi para pencari matahari Selangit penuh mendung memperingatkan Seribuan mata pisau terhujan Dan payung bajaku biarkan tak berkembang Ketakutanlah yang menenggelamkan Selangit penuh cahaya tertaburkan Seribuan tangkai bunga ditumbuhkan Dan payung bajaku biarkan tak berkembang Keberanian yang menyelamatkan",hujan mata pisau tepi henti pilih satir berat cita cita ku lari henti kanan kiri arah sindir berat lihat langit mana matahari langit penuh mendung ingat ribu mata pisau hujan payung baja biar kembang takut tenggelam wadah wakil wakil kaki roda cari matahari langit penuh mendung ingat ribu mata pisau hujan payung baja biar kembang takut tenggelam langit penuh cahaya tabur ribu tangkai bunga tumbuh payung baja biar kembang berani selamat,"['hujan', 'mata', 'pisau', 'tepi', 'henti', 'pilih', 'satir', 'berat', 'cita', 'cita', 'ku', 'lari', 'henti', 'kanan', 'kiri', 'arah', 'sindir', 'berat', 'lihat', 'langit', 'mana', 'matahari', 'langit', 'penuh', 'mendung', 'ingat', 'ribu', 'mata', 'pisau', 'hujan', 'payung', 'baja', 'biar', 'kembang', 'takut', 'tenggelam', 'wadah', 'wakil', 'wakil', 'kaki', 'roda', 'cari', 'matahari', 'langit', 'penuh', 'mendung', 'ingat', 'ribu', 'mata', 'pisau', 'hujan', 'payung', 'baja', 'biar', 'kembang', 'takut', 'tenggelam', 'langit', 'penuh', 'cahaya', 'tabur', 'ribu', 'tangkai', 'bunga', 'tumbuh', 'payung', 'baja', 'biar', 'kembang', 'berani', 'selamat']",positif,0.535599946975708
31,.Feast,Tarot,Membangun & Menghancurkan,indonesian indie,"[Lirik “Tarot”] [Verse 1]Nama yang sama bertahan Dalam ruangan hening Tanpa suara bertahan Tak bergeming [Verse 2]Terlalu lama bercanda Kita tak terbiasa Dengan celaka yang nyata Diam tak berdaya [Chorus]Namun aku bingung kenapa ku tak pergi Aku bingung kalian masih di sini Apa mungkin karena terlalu lama?Apa benar ‘tuk berbagi derita?Mungkin nanti semua justru memburuk Hati-hati, namun terjatuh lagi Tapi luka adalah niscaya Kutanggung denganmu selama ku mampu Selama ku mampu[Bridge]Di kehidupan kedua (Di kesempatan kedua)S’moga kau tak terlalu keras kepala Atau mungkin ini bukan yang pertama (Ini bukan yang pertama)Dan kita diberi kesempatan berubah Kuyakin nyawa kita bertautan Khatam berbagai cobaan Selalu menertawakan ramalan bintang, kartu tarot Orang pintar pembaca nasib [Chorus]Namun aku bingung kenapa ku tak pergi Aku bingung kalian masih di sini Apa mungkin karena terlalu lama?Apa benar ‘tuk berbagi derita?Mungkin nanti semua justru memburuk Hati-hati, namun terjatuh lagi Tapi luka adalah niscaya Kutanggung denganmu, selama ku mampu [Bridge]Selama ku mampu Selalu menertawakan ramalan bintang, kartu tarot Orang pintar pembaca nasib Namun [Outro]Padamu kupercaya Tak masuk logika Padamu kupercaya Tak masuk logika (Tak masuk logika)Padamu kupercaya (Padamu kupercaya)Tak masuk logika (Tak masuk logika)Padamu kupercaya (Padamu kupercaya)Tak masuk logika (Tak masuk logika)Padamu kupercaya Tak masuk logika",tarot nama tahan ruang hening suara tahan geming canda biasa celaka nyata diam daya bingung ku pergi bingung tuk bagi derita buruk hati hati jatuh luka niscaya tanggung dengan ku ku bridge hidup sempat moga kau keras kepala sempat ubah yakin nyawa taut khatam coba tertawa ramal bintang kartu tarot orang pintar baca nasib bingung ku pergi bingung tuk bagi derita buruk hati hati jatuh luka niscaya tanggung dengan ku bridge ku tertawa ramal bintang kartu tarot orang pintar baca nasib outro pada percaya masuk logika pada percaya masuk logika masuk logika pada percaya pada percaya masuk logika masuk logika pada percaya pada percaya masuk logika masuk logika pada percaya masuk logika,"['tarot', 'nama', 'tahan', 'ruang', 'hening', 'suara', 'tahan', 'geming', 'canda', 'biasa', 'celaka', 'nyata', 'diam', 'daya', 'bingung', 'ku', 'pergi', 'bingung', 'tuk', 'bagi', 'derita', 'buruk', 'hati', 'hati', 'jatuh', 'luka', 'niscaya', 'tanggung', 'dengan', 'ku', 'ku', 'bridge', 'hidup', 'sempat', 'moga', 'kau', 'keras', 'kepala', 'sempat', 'ubah', 'yakin', 'nyawa', 'taut', 'khatam', 'coba', 'tertawa', 'ramal', 'bintang', 'kartu', 'tarot', 'orang', 'pintar', 'baca', 'nasib', 'bingung', 'ku', 'pergi', 'bingung', 'tuk', 'bagi', 'derita', 'buruk', 'hati', 'hati', 'jatuh', 'luka', 'niscaya', 'tanggung', 'dengan', 'ku', 'bridge', 'ku', 'tertawa', 'ramal', 'bintang', 'kartu', 'tarot', 'orang', 'pintar', 'baca', 'nasib', 'outro', 'pada', 'percaya', 'masuk', 'logika', 'pada', 'percaya', 'masuk', 'logika', 'masuk', 'logika', 'pada', 'percaya', 'pada', 'percaya', 'masuk', 'logika', 'masuk', 'logika', 'pada', 'percaya', 'pada', 'percaya', 'masuk', 'logika', 'masuk', 'logika', 'pada', 'percaya', 'masuk', 'logika']",negatif,0.9953598380088806
32,rumahsakit,Kuning,1+2,"indonesian indie, math rock",[Verse 1]Halusnya awan Menyatu dan menghalang Namun kau pun hanya bisu Tetap sinariku dengan cahaya Kuningmu[Verse 2]Tetap berputar Jauh sudah terasa Namun jarak yang kutempuh Telah membuatku lebih dekat lagi Denganmu[Pre-Chorus]Ceritakan padaku Indahnya keluh kesahmu Sebelum angin senja membasuh Jauh[Chorus]Tetaplah di istanamu Langit yang biru kelabu Biarlah rinduku kusimpan bersama mimpiku Bila kah kau ajak ku Bertemu kembali selalu Kutunggu kuningmu Disetiap waktuku,halus awan satu halang kau bisu sinar cahaya kuning putar jarak tempuh buat dengan cerita pada indah keluh kesah angin senja basuh tetap istana langit biru kelabu biar rindu simpan mimpi kah kau ajak ku temu tunggu kuning tiap waktu,"['halus', 'awan', 'satu', 'halang', 'kau', 'bisu', 'sinar', 'cahaya', 'kuning', 'putar', 'jarak', 'tempuh', 'buat', 'dengan', 'cerita', 'pada', 'indah', 'keluh', 'kesah', 'angin', 'senja', 'basuh', 'tetap', 'istana', 'langit', 'biru', 'kelabu', 'biar', 'rindu', 'simpan', 'mimpi', 'kah', 'kau', 'ajak', 'ku', 'temu', 'tunggu', 'kuning', 'tiap', 'waktu']",positif,0.9511569738388062
33,Hindia,Secukupnya,Secukupnya,indonesian pop,"[Lirik ""Secukupnya""][Verse 1]Kapan terakhir kali kamu dapat tertidur tenang?(Renggang)Tak perlu memikirkan tentang apa yang akan datang Di esok hari[Pre-Chorus]Tubuh yang berpatah hati Bergantung pada gaji Berlomba jadi asri Mengais validasi[Chorus]Dan aku pun tak hadir Seakan paling mahir Menenangkan dirimu Yang merasa terpinggirkan dunia Tak pernah adil Kita semua gagal Angkat minumanmu Bersedih bersama-sama[Post-Chorus](Ah-ah-ah-ah-ah)Sia-sia (Pada akhirnya)Putus asa, (Terekam pedih semua)Masalahnya, (Lebih dari yang)Secukupnya",kali tidur tenang renggang pikir esok tubuh patah hati gantung gaji lomba asri kais validasi hadir akan mahir tenang diri pinggir dunia adil gagal angkat minum sedih post sia sia putus asa rekam pedih,"['kali', 'tidur', 'tenang', 'renggang', 'pikir', 'esok', 'tubuh', 'patah', 'hati', 'gantung', 'gaji', 'lomba', 'asri', 'kais', 'validasi', 'hadir', 'akan', 'mahir', 'tenang', 'diri', 'pinggir', 'dunia', 'adil', 'gagal', 'angkat', 'minum', 'sedih', 'post', 'sia', 'sia', 'putus', 'asa', 'rekam', 'pedih']",negatif,0.5321164131164551
34,Fstvlst,Bulan Setan Atau Malaikat,Hits Kitsch,"indonesian indie, indonesian indie rock, yogyakarta indie","FSTVLST - Bulan Setan Atau Malaikat Ooo-oo-ooh, ooo-oo-ooh Ooo-oo-ooh, ooo-oo-ooh Entahlah dia setan atau malaikat Menawarkan jabat erat Dan mengajak berserikat Karena semakin lama semakin saru Ini cita-cita itu Atau hanya buang waktu Buang waktu Ooo-oo-ooh, ooo-oo-ooh Pertanyaan-pertanyaan yang belum terjawab Mendesakmu, mendesakku, siapa ku ragukanmu?Pernyataan-pernyataan yang belum sempat terpaparkan Kuanggap sebagai hutang yang pastinya nanti akan aku bayarkan lunas Menjadi murni dan bebas Sampai Tuhan tak berkenan(Ooo-oo-ooh)Putih hitam berlingkar (Ooo-oo-ooh)Emasnya delapan tahun sejarah (Ooo-oo-ooh)Empat karib dan anak perempuannya (Ooo-oo-ooh)",fstvlst setan malaikat setan malaikat tawar jabat erat ajak serikat saru cita cita buang buang jawab desak desak ku ragu nyata nyata papar anggap hutang pasti bayar lunas murni bebas tuhan kenan putih hitam lingkar emas delapan sejarah karib anak perempuan,"['fstvlst', 'setan', 'malaikat', 'setan', 'malaikat', 'tawar', 'jabat', 'erat', 'ajak', 'serikat', 'saru', 'cita', 'cita', 'buang', 'buang', 'jawab', 'desak', 'desak', 'ku', 'ragu', 'nyata', 'nyata', 'papar', 'anggap', 'hutang', 'pasti', 'bayar', 'lunas', 'murni', 'bebas', 'tuhan', 'kenan', 'putih', 'hitam', 'lingkar', 'emas', 'delapan', 'sejarah', 'karib', 'anak', 'perempuan']",negatif,0.9934805631637573
35,.Feast,Tarian Penghancur Raya,Tarian Penghancur Raya,indonesian indie,"Lirik ""Tarian Penghancur Raya""[Verse 1]Mata dan peluh yang asin Perlahan dihapus angin Jogja yang beku mendingin Menari, menghancurkan alam raya Yang kecewa Dibuatnya malapetaka[Verse 2]Kamar berjeruji berpenghuni bersafari Berbagai fauna flora kerasukan freon di ruko toko bunga Bank ahli industri teknologi etnografi Produksi menggurui penghuni asli[Pre-Chorus]Berbicara cepat bilang haram Kearifan lokal yang dibungkam Tuli pada yang belajar alam Mati sesak nafas tengah malam[Chorus]La-la-la, la-la-la, la-la La-la-la, la-la-la, la-la La-la-la, la-la-la, la-la La-la-la, la-la-la, la-la",tari hancur raya mata peluh asin perlahan hapus angin jogja beku dingin tari hancur alam raya kecewa malapetaka kamar jeruji hun safar fauna flora rasuk freon ruko toko bunga bank ahli industri teknologi etnografi produksi guru huni asli bicara cepat bilang haram arif lokal bungkam tuli ajar alam mati sesak nafas malam,"['tari', 'hancur', 'raya', 'mata', 'peluh', 'asin', 'perlahan', 'hapus', 'angin', 'jogja', 'beku', 'dingin', 'tari', 'hancur', 'alam', 'raya', 'kecewa', 'malapetaka', 'kamar', 'jeruji', 'hun', 'safar', 'fauna', 'flora', 'rasuk', 'freon', 'ruko', 'toko', 'bunga', 'bank', 'ahli', 'industri', 'teknologi', 'etnografi', 'produksi', 'guru', 'huni', 'asli', 'bicara', 'cepat', 'bilang', 'haram', 'arif', 'lokal', 'bungkam', 'tuli', 'ajar', 'alam', 'mati', 'sesak', 'nafas', 'malam']",negatif,0.9958322644233704
36,Barasuara,Pikiran dan Perjalanan,Pikiran dan Perjalanan,"indonesian indie, indonesian indie rock","Lirik ""Pikiran dan Perjalanan""[Verse 1]Di pikiranku Ada pikiranmu Mereka rencana Tentang masa depan Tabur harapan Alpa kepastian[Pre-Chorus]Dari dalam gelap amarahmu Buta melaju Dari dalam hitam ingatanmu Buta meraja Ooh yeah Marabahaya Ooh yeah, terjebak larut dalam Halusinasi[Instrumental][Chorus]Belantara masa depan Pikiran dan perjalanan Biar kami yang tentukan Biar kami yang tentukan Belantara masa depan Pikiran dan perjalanan Biar kami yang tentukan Biar kami yang tentukan",pikir jalan pikir pikir rencana tabur harap alpa pasti gelap amarahmu buta laju hitam ingat buta raja marabahaya jebak larut halusinasi belantara pikir jalan biar tentu biar tentu belantara pikir jalan biar tentu biar tentu,"['pikir', 'jalan', 'pikir', 'pikir', 'rencana', 'tabur', 'harap', 'alpa', 'pasti', 'gelap', 'amarahmu', 'buta', 'laju', 'hitam', 'ingat', 'buta', 'raja', 'marabahaya', 'jebak', 'larut', 'halusinasi', 'belantara', 'pikir', 'jalan', 'biar', 'tentu', 'biar', 'tentu', 'belantara', 'pikir', 'jalan', 'biar', 'tentu', 'biar', 'tentu']",negatif,0.9957270622253418
37,Hindia,Apapun Yang Terjadi,Apapun Yang Terjadi,indonesian pop,"[Lirik ""Apapun yang Terjadi""][Verse 1: Hindia]Alarm jam delapan pagi Kar'na jam sepuluh kau isi absensi Kau bangunkan aku s'tiap hari Rute yang sama, ulangi lagi Makan malam bersama di Gancy Hanya bersama di lima hari[Pre-Chorus: Hindia & Natasha Udu]Sering berpisah di akhir pekan Kau dengan teman-teman Aku bermain peran Mulai mempertanyakan Siapa yang salah benar[Chorus: Hindia & Natasha Udu]Dulu bersama berburu properti Dulu antar jemput sekarang pulang sendiri Di kehidupan kita singgah dan pergi Apa pun yang terjadi, kita abadi Di masa lalu, di dalam buku Dalam sejarah, kita masih indah Walau parau perih di lagu yang lain Di melodi ini bersyukur pernah terjadi",apa hindia alarm jam delapan pagi kar na jam puluh kau isi absensi kau bangun rute ulang makan malam gancy hindia natasha udu pisah pekan kau teman teman main peran salah hindia natasha udu buru properti jemput pulang hidup singgah pergi abadi buku sejarah indah parau perih lagu melodi syukur,"['apa', 'hindia', 'alarm', 'jam', 'delapan', 'pagi', 'kar', 'na', 'jam', 'puluh', 'kau', 'isi', 'absensi', 'kau', 'bangun', 'rute', 'ulang', 'makan', 'malam', 'gancy', 'hindia', 'natasha', 'udu', 'pisah', 'pekan', 'kau', 'teman', 'teman', 'main', 'peran', 'salah', 'hindia', 'natasha', 'udu', 'buru', 'properti', 'jemput', 'pulang', 'hidup', 'singgah', 'pergi', 'abadi', 'buku', 'sejarah', 'indah', 'parau', 'perih', 'lagu', 'melodi', 'syukur']",positif,0.5974107384681702
38,The Adams,Selamat Pagi Juwita,V2.05,"indonesian alternative rock, indonesian indie, indonesian indie rock","[Verse 1]Juwitaku, kusapa pagimu Pujaanku, inilah harimu[Chorus]Dikau sang mentari Terangi kalbuku Kukirimkan bunga tertanda rindu[Verse 2]Kicau burung sadarkan aku Dari mimpi-mimpi burukku Kuucapkan selamat pagiku Juwitaku, berikan senyummu Pujaanku, hilangkan resahmu     Ciptakan damai di dunia Enyahlah kau duka lara[Chorus]Sambutlah tanganku Kuajak ke sana Kita kan menuju luas angkasa[Verse 3]Mentari pun pasti tersenyum Pelangi hiasi angkasa Tawamu cerahkan hatiku[Instrumental][Bridge 1]Oh kekasihku Pejamkan matamu Pelita hati Takkan ragu hati'Tuk menciummu Sebagai tanda cintaku Padamu        Tak akan pernah pudar, kekasihku[Bridge 2]Pergilah kau semua duka Tak akan ada hati yang lara Berilah senyummu yang terindah Akan hapuskan semua gundahku Walau malammu gelap gulita Indah pagi terangi dunia Surga terasa di dalam jiwaku[Outro]   Juwitaku, kusapa pagimu Juwitaku, berikan senyummu Hatimu hatiku Jiwamu jiwaku Menyatu selamanya Selamat pagi kekasihku Selamat pagi juwitaku",juwitaku sapa pagi puja hari dikau sang mentari rang kalbu kirim bunga tanda rindu kicau burung sadar mimpi mimpi buruk ucap selamat pagi juwitaku senyum puja hilang resah cipta damai dunia enyah kau duka lara sambut tangan ajak luas angkasa mentari senyum pelangi hias angkasa tawa cerah hati bridge kasih pejam mata pelita hati tak ragu hati tuk cium tanda cinta pada pudar kasih bridge pergi kau duka hati lara ilah senyum indah hapus gundah malam gelap gulita indah pagi rang dunia surga jiwa outro juwitaku sapa pagi juwitaku senyum hati hati jiwa jiwa satu selamat pagi kasih selamat pagi juwitaku,"['juwitaku', 'sapa', 'pagi', 'puja', 'hari', 'dikau', 'sang', 'mentari', 'rang', 'kalbu', 'kirim', 'bunga', 'tanda', 'rindu', 'kicau', 'burung', 'sadar', 'mimpi', 'mimpi', 'buruk', 'ucap', 'selamat', 'pagi', 'juwitaku', 'senyum', 'puja', 'hilang', 'resah', 'cipta', 'damai', 'dunia', 'enyah', 'kau', 'duka', 'lara', 'sambut', 'tangan', 'ajak', 'luas', 'angkasa', 'mentari', 'senyum', 'pelangi', 'hias', 'angkasa', 'tawa', 'cerah', 'hati', 'bridge', 'kasih', 'pejam', 'mata', 'pelita', 'hati', 'tak', 'ragu', 'hati', 'tuk', 'cium', 'tanda', 'cinta', 'pada', 'pudar', 'kasih', 'bridge', 'pergi', 'kau', 'duka', 'hati', 'lara', 'ilah', 'senyum', 'indah', 'hapus', 'gundah', 'malam', 'gelap', 'gulita', 'indah', 'pagi', 'rang', 'dunia', 'surga', 'jiwa', 'outro', 'juwitaku', 'sapa', 'pagi', 'juwitaku', 'senyum', 'hati', 'hati', 'jiwa', 'jiwa', 'satu', 'selamat', 'pagi', 'kasih', 'selamat', 'pagi', 'juwitaku']",positif,0.9920463562011719
